,uri,start,end,ms,text_uri
1,Anonymous,407,416,978,0855BadrDinCayni.NukhabAfkar
0,Anonymous,1180,1189,1075,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,1180,1191,1075,0855BadrDinCayni.NukhabAfkar
0,Anonymous,1166,1175,1445,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,1166,1177,1445,0855BadrDinCayni.NukhabAfkar
0,Anonymous,987,996,1446,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,987,998,1446,0855BadrDinCayni.NukhabAfkar
0,Anonymous,677,686,1501,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,677,688,1501,0855BadrDinCayni.NukhabAfkar
0,Anonymous,430,439,1527,0855BadrDinCayni.NukhabAfkar
1,Anonymous,456,465,1527,0855BadrDinCayni.NukhabAfkar
2,Anonymous,482,491,1527,0855BadrDinCayni.NukhabAfkar
0,Anonymous,615,624,1666,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,615,626,1666,0855BadrDinCayni.NukhabAfkar
0,Anonymous,793,802,1668,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,793,804,1668,0855BadrDinCayni.NukhabAfkar
0,Anonymous,1001,1010,1831,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,1001,1012,1831,0855BadrDinCayni.NukhabAfkar
0,Anonymous,64,73,1832,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,64,75,1832,0855BadrDinCayni.NukhabAfkar
0,Anonymous,768,777,1961,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,768,779,1961,0855BadrDinCayni.NukhabAfkar
0,Anonymous,543,551,2077,0855BadrDinCayni.NukhabAfkar
1,Anonymous,1324,1332,2077,0855BadrDinCayni.NukhabAfkar
0,Anonymous,1288,1297,2153,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,1288,1299,2153,0855BadrDinCayni.NukhabAfkar
0,Anonymous,814,823,2158,0855BadrDinCayni.NukhabAfkar
1,Anonymous,1471,1480,2158,0855BadrDinCayni.NukhabAfkar
2,AnonymousPlural,814,825,2158,0855BadrDinCayni.NukhabAfkar
3,AnonymousPlural,1471,1482,2158,0855BadrDinCayni.NukhabAfkar
0,Anonymous,907,916,2336,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,907,918,2336,0855BadrDinCayni.NukhabAfkar
0,Anonymous,72,80,2366,0855BadrDinCayni.NukhabAfkar
1,0458Bayhaqi,234,247,2366,0855BadrDinCayni.NukhabAfkar
0,Anonymous,353,361,2475,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,353,363,2475,0855BadrDinCayni.NukhabAfkar
0,Anonymous,1286,1294,2478,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,1286,1296,2478,0855BadrDinCayni.NukhabAfkar
2,0458Bayhaqi,309,321,2478,0855BadrDinCayni.NukhabAfkar
0,Anonymous,1115,1123,2481,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,1115,1125,2481,0855BadrDinCayni.NukhabAfkar
0,Anonymous,1240,1249,2488,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,1240,1251,2488,0855BadrDinCayni.NukhabAfkar
0,Anonymous,108,117,2490,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,108,119,2490,0855BadrDinCayni.NukhabAfkar
0,Anonymous,233,242,2524,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,233,244,2524,0855BadrDinCayni.NukhabAfkar
0,0458Bayhaqi,16,28,2555,0855BadrDinCayni.NukhabAfkar
1,0458Bayhaqi,333,345,2555,0855BadrDinCayni.NukhabAfkar
0,0458Bayhaqi,211,224,2600,0855BadrDinCayni.NukhabAfkar
1,0458Bayhaqi,633,645,2600,0855BadrDinCayni.NukhabAfkar
0,0458Bayhaqi,259,271,2601,0855BadrDinCayni.NukhabAfkar
1,0458Bayhaqi,515,528,2601,0855BadrDinCayni.NukhabAfkar
2,0458Bayhaqi,1065,1078,2601,0855BadrDinCayni.NukhabAfkar
0,0458Bayhaqi,59,72,2605,0855BadrDinCayni.NukhabAfkar
1,0458Bayhaqi,1327,1339,2605,0855BadrDinCayni.NukhabAfkar
0,0241IbnHanbal,40,58,2759,0855BadrDinCayni.NukhabAfkar
1,0458Bayhaqi,330,343,2759,0855BadrDinCayni.NukhabAfkar
0,Anonymous,56,65,2808,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,56,67,2808,0855BadrDinCayni.NukhabAfkar
0,0241IbnHanbal,226,244,2819,0855BadrDinCayni.NukhabAfkar
1,0241IbnHanbal,738,755,2819,0855BadrDinCayni.NukhabAfkar
0,Anonymous,415,424,2902,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,415,426,2902,0855BadrDinCayni.NukhabAfkar
0,Anonymous,795,804,3049,0855BadrDinCayni.NukhabAfkar
1,Anonymous,1167,1176,3049,0855BadrDinCayni.NukhabAfkar
2,AnonymousPlural,795,806,3049,0855BadrDinCayni.NukhabAfkar
3,AnonymousPlural,1167,1178,3049,0855BadrDinCayni.NukhabAfkar
0,Anonymous,118,127,3068,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,118,129,3068,0855BadrDinCayni.NukhabAfkar
0,Anonymous,301,310,3158,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,301,312,3158,0855BadrDinCayni.NukhabAfkar
0,0241IbnHanbal,416,433,3176,0855BadrDinCayni.NukhabAfkar
1,0458Bayhaqi,46,59,3176,0855BadrDinCayni.NukhabAfkar
0,Anonymous,367,376,3188,0855BadrDinCayni.NukhabAfkar
1,Anonymous,1055,1064,3188,0855BadrDinCayni.NukhabAfkar
2,AnonymousPlural,367,378,3188,0855BadrDinCayni.NukhabAfkar
3,AnonymousPlural,1055,1066,3188,0855BadrDinCayni.NukhabAfkar
0,0458Bayhaqi,231,243,3201,0855BadrDinCayni.NukhabAfkar
1,0458Bayhaqi,483,495,3201,0855BadrDinCayni.NukhabAfkar
0,0458Bayhaqi,509,522,3254,0855BadrDinCayni.NukhabAfkar
1,0458Bayhaqi,1141,1153,3254,0855BadrDinCayni.NukhabAfkar
0,0458Bayhaqi,775,787,3257,0855BadrDinCayni.NukhabAfkar
1,0458Bayhaqi,957,970,3257,0855BadrDinCayni.NukhabAfkar
0,0487Bakri,552,564,3459,0855BadrDinCayni.NukhabAfkar
1,0626YaqutHamawi,681,691,3459,0855BadrDinCayni.NukhabAfkar
0,0487AbuCubaydBakri.MucjamMaIstacjama,641,662,3461,0855BadrDinCayni.NukhabAfkar
1,0626YaqutHamawi,323,334,3461,0855BadrDinCayni.NukhabAfkar
0,Anonymous,325,334,3488,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,325,336,3488,0855BadrDinCayni.NukhabAfkar
0,0276IbnQutaybaDinawari,872,886,3560,0855BadrDinCayni.NukhabAfkar
1,0276IbnQutaybaDinawari,1265,1279,3560,0855BadrDinCayni.NukhabAfkar
0,Anonymous,686,695,3566,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,686,697,3566,0855BadrDinCayni.NukhabAfkar
0,Anonymous,1148,1157,3626,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,1148,1159,3626,0855BadrDinCayni.NukhabAfkar
0,Anonymous,1081,1090,3678,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,1081,1092,3678,0855BadrDinCayni.NukhabAfkar
0,0458Bayhaqi,200,213,3694,0855BadrDinCayni.NukhabAfkar
1,0458Bayhaqi,459,471,3694,0855BadrDinCayni.NukhabAfkar
2,0458Bayhaqi,738,750,3694,0855BadrDinCayni.NukhabAfkar
0,Anonymous,332,341,3711,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,332,343,3711,0855BadrDinCayni.NukhabAfkar
0,Anonymous,802,811,3759,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,802,813,3759,0855BadrDinCayni.NukhabAfkar
0,0487AbuCubaydBakri.MucjamMaIstacjama,812,832,3762,0855BadrDinCayni.NukhabAfkar
1,0241IbnHanbal,77,95,3762,0855BadrDinCayni.NukhabAfkar
0,Anonymous,611,620,3777,0855BadrDinCayni.NukhabAfkar
1,Anonymous,636,645,3777,0855BadrDinCayni.NukhabAfkar
2,AnonymousPlural,611,622,3777,0855BadrDinCayni.NukhabAfkar
3,AnonymousPlural,636,647,3777,0855BadrDinCayni.NukhabAfkar
0,0487Bakri,657,669,3890,0855BadrDinCayni.NukhabAfkar
1,0487Bakri,870,881,3890,0855BadrDinCayni.NukhabAfkar
2,0626YaqutHamawi,508,519,3890,0855BadrDinCayni.NukhabAfkar
0,Anonymous,268,277,3935,0855BadrDinCayni.NukhabAfkar
1,Anonymous,724,733,3935,0855BadrDinCayni.NukhabAfkar
2,AnonymousPlural,268,279,3935,0855BadrDinCayni.NukhabAfkar
3,AnonymousPlural,724,735,3935,0855BadrDinCayni.NukhabAfkar
4,0458Bayhaqi,102,115,3935,0855BadrDinCayni.NukhabAfkar
0,Anonymous,186,194,3968,0855BadrDinCayni.NukhabAfkar
1,Anonymous,241,249,3968,0855BadrDinCayni.NukhabAfkar
0,Anonymous,1160,1169,3987,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,1160,1171,3987,0855BadrDinCayni.NukhabAfkar
0,0458Bayhaqi,685,697,4011,0855BadrDinCayni.NukhabAfkar
1,0458Bayhaqi,914,926,4011,0855BadrDinCayni.NukhabAfkar
0,Anonymous,792,801,4030,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,792,803,4030,0855BadrDinCayni.NukhabAfkar
0,Anonymous,364,373,4032,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,364,375,4032,0855BadrDinCayni.NukhabAfkar
0,Anonymous,5,14,4033,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,5,16,4033,0855BadrDinCayni.NukhabAfkar
0,Anonymous,1443,1452,4034,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,1443,1454,4034,0855BadrDinCayni.NukhabAfkar
0,Anonymous,641,650,4035,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,641,652,4035,0855BadrDinCayni.NukhabAfkar
0,Anonymous,253,262,4040,0855BadrDinCayni.NukhabAfkar
1,Anonymous,320,329,4040,0855BadrDinCayni.NukhabAfkar
2,Anonymous,638,647,4040,0855BadrDinCayni.NukhabAfkar
3,Anonymous,854,863,4040,0855BadrDinCayni.NukhabAfkar
4,AnonymousPlural,253,264,4040,0855BadrDinCayni.NukhabAfkar
5,AnonymousPlural,320,331,4040,0855BadrDinCayni.NukhabAfkar
6,AnonymousPlural,638,649,4040,0855BadrDinCayni.NukhabAfkar
7,AnonymousPlural,854,865,4040,0855BadrDinCayni.NukhabAfkar
0,Anonymous,348,357,4047,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,348,359,4047,0855BadrDinCayni.NukhabAfkar
0,Anonymous,1253,1262,4064,0855BadrDinCayni.NukhabAfkar
1,Anonymous,1448,1457,4064,0855BadrDinCayni.NukhabAfkar
2,AnonymousPlural,1253,1264,4064,0855BadrDinCayni.NukhabAfkar
3,AnonymousPlural,1448,1459,4064,0855BadrDinCayni.NukhabAfkar
0,Anonymous,774,783,4065,0855BadrDinCayni.NukhabAfkar
1,Anonymous,1079,1088,4065,0855BadrDinCayni.NukhabAfkar
2,AnonymousPlural,774,785,4065,0855BadrDinCayni.NukhabAfkar
3,AnonymousPlural,1079,1090,4065,0855BadrDinCayni.NukhabAfkar
0,Anonymous,1321,1330,4088,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,1321,1332,4088,0855BadrDinCayni.NukhabAfkar
0,Anonymous,145,154,4144,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,145,156,4144,0855BadrDinCayni.NukhabAfkar
0,0458Bayhaqi,224,237,4258,0855BadrDinCayni.NukhabAfkar
1,0458Bayhaqi,362,375,4258,0855BadrDinCayni.NukhabAfkar
0,0458Bayhaqi,32,45,4285,0855BadrDinCayni.NukhabAfkar
1,0458Bayhaqi,91,104,4285,0855BadrDinCayni.NukhabAfkar
0,0241IbnHanbal,1003,1020,4298,0855BadrDinCayni.NukhabAfkar
1,0458Bayhaqi,1137,1150,4298,0855BadrDinCayni.NukhabAfkar
0,Anonymous,302,311,4312,0855BadrDinCayni.NukhabAfkar
1,Anonymous,825,834,4312,0855BadrDinCayni.NukhabAfkar
2,AnonymousPlural,302,313,4312,0855BadrDinCayni.NukhabAfkar
3,AnonymousPlural,825,836,4312,0855BadrDinCayni.NukhabAfkar
0,Anonymous,1117,1126,4319,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,1117,1128,4319,0855BadrDinCayni.NukhabAfkar
0,Anonymous,135,143,4366,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,135,145,4366,0855BadrDinCayni.NukhabAfkar
0,Anonymous,114,122,4368,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,114,124,4368,0855BadrDinCayni.NukhabAfkar
0,Anonymous,763,772,4404,0855BadrDinCayni.NukhabAfkar
1,Anonymous,1386,1395,4404,0855BadrDinCayni.NukhabAfkar
2,AnonymousPlural,763,774,4404,0855BadrDinCayni.NukhabAfkar
3,AnonymousPlural,1386,1397,4404,0855BadrDinCayni.NukhabAfkar
0,0458Bayhaqi,340,353,4419,0855BadrDinCayni.NukhabAfkar
1,0458Bayhaqi,1305,1317,4419,0855BadrDinCayni.NukhabAfkar
0,Anonymous,928,937,4590,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,928,939,4590,0855BadrDinCayni.NukhabAfkar
0,Anonymous,698,707,4592,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,698,709,4592,0855BadrDinCayni.NukhabAfkar
0,Anonymous,1223,1232,4691,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,1223,1234,4691,0855BadrDinCayni.NukhabAfkar
0,Anonymous,141,150,4698,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,141,152,4698,0855BadrDinCayni.NukhabAfkar
0,Anonymous,172,181,4736,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,172,183,4736,0855BadrDinCayni.NukhabAfkar
0,Anonymous,353,362,4810,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,353,364,4810,0855BadrDinCayni.NukhabAfkar
0,Anonymous,526,535,4811,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,526,537,4811,0855BadrDinCayni.NukhabAfkar
0,Anonymous,1126,1135,4834,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,1126,1137,4834,0855BadrDinCayni.NukhabAfkar
0,Anonymous,492,501,4835,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,492,503,4835,0855BadrDinCayni.NukhabAfkar
0,Anonymous,912,921,4877,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,912,923,4877,0855BadrDinCayni.NukhabAfkar
0,Anonymous,450,459,4937,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,450,461,4937,0855BadrDinCayni.NukhabAfkar
0,Anonymous,1348,1357,5023,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,1348,1359,5023,0855BadrDinCayni.NukhabAfkar
2,0458Bayhaqi,710,723,5023,0855BadrDinCayni.NukhabAfkar
0,Anonymous,724,733,5029,0855BadrDinCayni.NukhabAfkar
1,Anonymous,839,848,5029,0855BadrDinCayni.NukhabAfkar
2,AnonymousPlural,724,735,5029,0855BadrDinCayni.NukhabAfkar
3,AnonymousPlural,839,850,5029,0855BadrDinCayni.NukhabAfkar
0,Anonymous,555,564,5031,0855BadrDinCayni.NukhabAfkar
1,Anonymous,619,628,5031,0855BadrDinCayni.NukhabAfkar
2,AnonymousPlural,555,566,5031,0855BadrDinCayni.NukhabAfkar
3,AnonymousPlural,619,630,5031,0855BadrDinCayni.NukhabAfkar
0,Anonymous,1154,1163,5032,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,1154,1165,5032,0855BadrDinCayni.NukhabAfkar
0,0458Bayhaqi,427,440,5060,0855BadrDinCayni.NukhabAfkar
1,0458Bayhaqi,596,609,5060,0855BadrDinCayni.NukhabAfkar
0,Anonymous,1461,1470,5137,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,1461,1472,5137,0855BadrDinCayni.NukhabAfkar
0,Anonymous,1288,1297,5261,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,1288,1299,5261,0855BadrDinCayni.NukhabAfkar
0,Anonymous,553,562,5274,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,553,564,5274,0855BadrDinCayni.NukhabAfkar
0,0458IbnSidaMursi.MuhkamWaMuhit,196,210,5288,0855BadrDinCayni.NukhabAfkar
1,0209AbuCubayda,75,90,5288,0855BadrDinCayni.NukhabAfkar
0,Anonymous,716,725,5309,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,716,727,5309,0855BadrDinCayni.NukhabAfkar
0,Anonymous,18,27,5524,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,18,29,5524,0855BadrDinCayni.NukhabAfkar
0,Anonymous,1016,1025,5554,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,1016,1027,5554,0855BadrDinCayni.NukhabAfkar
0,Anonymous,944,953,5555,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,944,955,5555,0855BadrDinCayni.NukhabAfkar
0,Anonymous,1452,1461,5636,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,1452,1463,5636,0855BadrDinCayni.NukhabAfkar
0,Anonymous,616,625,5843,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,616,627,5843,0855BadrDinCayni.NukhabAfkar
0,0458Bayhaqi,1258,1270,5908,0855BadrDinCayni.NukhabAfkar
1,0458Bayhaqi,1296,1309,5908,0855BadrDinCayni.NukhabAfkar
0,Anonymous,1069,1078,5910,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,1069,1080,5910,0855BadrDinCayni.NukhabAfkar
0,0458Bayhaqi,157,169,5914,0855BadrDinCayni.NukhabAfkar
1,0458Bayhaqi,286,299,5914,0855BadrDinCayni.NukhabAfkar
0,Anonymous,892,901,5936,0855BadrDinCayni.NukhabAfkar
1,Anonymous,1190,1199,5936,0855BadrDinCayni.NukhabAfkar
2,AnonymousPlural,892,903,5936,0855BadrDinCayni.NukhabAfkar
3,AnonymousPlural,1190,1201,5936,0855BadrDinCayni.NukhabAfkar
0,Anonymous,418,427,5977,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,418,429,5977,0855BadrDinCayni.NukhabAfkar
0,0458Bayhaqi,135,147,6055,0855BadrDinCayni.NukhabAfkar
1,0458Bayhaqi,211,223,6055,0855BadrDinCayni.NukhabAfkar
0,0458Bayhaqi,13,26,6084,0855BadrDinCayni.NukhabAfkar
1,0458Bayhaqi,357,369,6084,0855BadrDinCayni.NukhabAfkar
0,Anonymous,493,502,6157,0855BadrDinCayni.NukhabAfkar
1,Anonymous,551,560,6157,0855BadrDinCayni.NukhabAfkar
2,Anonymous,600,609,6157,0855BadrDinCayni.NukhabAfkar
3,AnonymousPlural,493,504,6157,0855BadrDinCayni.NukhabAfkar
4,AnonymousPlural,551,562,6157,0855BadrDinCayni.NukhabAfkar
5,AnonymousPlural,600,611,6157,0855BadrDinCayni.NukhabAfkar
0,0458Bayhaqi,30,42,6160,0855BadrDinCayni.NukhabAfkar
1,0458Bayhaqi,985,997,6160,0855BadrDinCayni.NukhabAfkar
2,0458Bayhaqi,1180,1192,6160,0855BadrDinCayni.NukhabAfkar
0,Anonymous,1073,1082,6216,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,1073,1084,6216,0855BadrDinCayni.NukhabAfkar
0,0458Bayhaqi,216,228,6232,0855BadrDinCayni.NukhabAfkar
1,0458Bayhaqi,1378,1390,6232,0855BadrDinCayni.NukhabAfkar
0,Anonymous,53,62,6263,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,53,64,6263,0855BadrDinCayni.NukhabAfkar
0,Anonymous,253,262,6266,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,253,264,6266,0855BadrDinCayni.NukhabAfkar
0,Anonymous,1479,1488,6310,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,1479,1490,6310,0855BadrDinCayni.NukhabAfkar
0,Anonymous,136,145,6311,0855BadrDinCayni.NukhabAfkar
1,Anonymous,307,316,6311,0855BadrDinCayni.NukhabAfkar
2,AnonymousPlural,136,147,6311,0855BadrDinCayni.NukhabAfkar
3,AnonymousPlural,307,318,6311,0855BadrDinCayni.NukhabAfkar
0,Anonymous,1273,1281,6318,0855BadrDinCayni.NukhabAfkar
1,0458Bayhaqi,240,252,6318,0855BadrDinCayni.NukhabAfkar
2,0458Bayhaqi,978,991,6318,0855BadrDinCayni.NukhabAfkar
3,0458Bayhaqi,1405,1417,6318,0855BadrDinCayni.NukhabAfkar
0,Anonymous,990,999,6319,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,990,1001,6319,0855BadrDinCayni.NukhabAfkar
0,Anonymous,935,944,6347,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,935,946,6347,0855BadrDinCayni.NukhabAfkar
0,Anonymous,884,893,6357,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,884,895,6357,0855BadrDinCayni.NukhabAfkar
0,0458Bayhaqi,234,246,6474,0855BadrDinCayni.NukhabAfkar
1,0458Bayhaqi,1390,1402,6474,0855BadrDinCayni.NukhabAfkar
0,0241IbnHanbal,1105,1122,6494,0855BadrDinCayni.NukhabAfkar
1,0458Bayhaqi,533,545,6494,0855BadrDinCayni.NukhabAfkar
2,0458Bayhaqi,797,810,6494,0855BadrDinCayni.NukhabAfkar
0,Anonymous,1166,1175,6544,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,1166,1177,6544,0855BadrDinCayni.NukhabAfkar
0,Anonymous,563,572,6635,0855BadrDinCayni.NukhabAfkar
1,Anonymous,1183,1192,6635,0855BadrDinCayni.NukhabAfkar
2,AnonymousPlural,563,574,6635,0855BadrDinCayni.NukhabAfkar
3,AnonymousPlural,1183,1194,6635,0855BadrDinCayni.NukhabAfkar
0,Anonymous,1181,1190,6646,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,1181,1192,6646,0855BadrDinCayni.NukhabAfkar
0,Anonymous,714,723,6667,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,714,725,6667,0855BadrDinCayni.NukhabAfkar
0,Anonymous,557,566,6668,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,557,568,6668,0855BadrDinCayni.NukhabAfkar
0,Anonymous,494,503,6690,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,494,505,6690,0855BadrDinCayni.NukhabAfkar
0,Anonymous,770,779,6906,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,770,781,6906,0855BadrDinCayni.NukhabAfkar
0,0458Bayhaqi,209,221,6939,0855BadrDinCayni.NukhabAfkar
1,0458Bayhaqi,630,642,6939,0855BadrDinCayni.NukhabAfkar
0,0458Bayhaqi,484,497,90,0855BadrDinCayni.SharhSunanAbiDawud
1,0458Bayhaqi,1255,1267,90,0855BadrDinCayni.SharhSunanAbiDawud
2,0458Bayhaqi,1337,1349,90,0855BadrDinCayni.SharhSunanAbiDawud
0,0230IbnSacd.TabaqatKubra,410,426,108,0855BadrDinCayni.SharhSunanAbiDawud
1,0458Bayhaqi,1009,1022,108,0855BadrDinCayni.SharhSunanAbiDawud
0,0458Bayhaqi,20,33,251,0855BadrDinCayni.SharhSunanAbiDawud
1,0458Bayhaqi,601,613,251,0855BadrDinCayni.SharhSunanAbiDawud
0,0458Bayhaqi,736,748,260,0855BadrDinCayni.SharhSunanAbiDawud
1,0458Bayhaqi,816,828,260,0855BadrDinCayni.SharhSunanAbiDawud
0,Anonymous,939,948,315,0855BadrDinCayni.SharhSunanAbiDawud
1,AnonymousPlural,939,950,315,0855BadrDinCayni.SharhSunanAbiDawud
0,Anonymous,1176,1185,359,0855BadrDinCayni.SharhSunanAbiDawud
1,AnonymousPlural,1176,1187,359,0855BadrDinCayni.SharhSunanAbiDawud
0,0241IbnHanbal,1008,1025,368,0855BadrDinCayni.SharhSunanAbiDawud
1,0458Bayhaqi,249,262,368,0855BadrDinCayni.SharhSunanAbiDawud
0,0241IbnHanbal,524,541,397,0855BadrDinCayni.SharhSunanAbiDawud
1,0458Bayhaqi,224,237,397,0855BadrDinCayni.SharhSunanAbiDawud
0,0458Bayhaqi,937,950,446,0855BadrDinCayni.SharhSunanAbiDawud
1,0458Bayhaqi,1230,1243,446,0855BadrDinCayni.SharhSunanAbiDawud
0,0151IbnIshaq.Sira,1381,1400,600,0855BadrDinCayni.SharhSunanAbiDawud
1,0458IbnSidaMursi.MuhkamWaMuhit,770,783,600,0855BadrDinCayni.SharhSunanAbiDawud
0,0458Bayhaqi,1148,1160,644,0855BadrDinCayni.SharhSunanAbiDawud
1,0458Bayhaqi,1389,1402,644,0855BadrDinCayni.SharhSunanAbiDawud
0,Anonymous,836,844,718,0855BadrDinCayni.SharhSunanAbiDawud
1,0241IbnHanbal,1096,1113,718,0855BadrDinCayni.SharhSunanAbiDawud
2,0230IbnSacd.TabaqatKubra,165,182,718,0855BadrDinCayni.SharhSunanAbiDawud
0,Anonymous,1291,1299,796,0855BadrDinCayni.SharhSunanAbiDawud
1,0458Bayhaqi,1428,1441,796,0855BadrDinCayni.SharhSunanAbiDawud
0,0198SufyanIbnCuyayna,345,365,898,0855BadrDinCayni.SharhSunanAbiDawud
1,0458Bayhaqi,500,513,898,0855BadrDinCayni.SharhSunanAbiDawud
0,Anonymous,157,166,988,0855BadrDinCayni.SharhSunanAbiDawud
1,AnonymousPlural,157,168,988,0855BadrDinCayni.SharhSunanAbiDawud
0,Anonymous,143,152,1056,0855BadrDinCayni.SharhSunanAbiDawud
1,AnonymousPlural,143,154,1056,0855BadrDinCayni.SharhSunanAbiDawud
0,Anonymous,1428,1437,1210,0855BadrDinCayni.SharhSunanAbiDawud
1,AnonymousPlural,1428,1439,1210,0855BadrDinCayni.SharhSunanAbiDawud
0,0458Bayhaqi,701,713,1213,0855BadrDinCayni.SharhSunanAbiDawud
1,0458Bayhaqi,956,969,1213,0855BadrDinCayni.SharhSunanAbiDawud
0,0458Bayhaqi,100,112,1217,0855BadrDinCayni.SharhSunanAbiDawud
1,0458Bayhaqi,1361,1373,1217,0855BadrDinCayni.SharhSunanAbiDawud
0,0458Bayhaqi,596,608,1220,0855BadrDinCayni.SharhSunanAbiDawud
1,0458Bayhaqi,964,976,1220,0855BadrDinCayni.SharhSunanAbiDawud
0,0458Bayhaqi,770,782,1222,0855BadrDinCayni.SharhSunanAbiDawud
1,0458Bayhaqi,958,970,1222,0855BadrDinCayni.SharhSunanAbiDawud
0,0458Bayhaqi,1045,1058,1294,0855BadrDinCayni.SharhSunanAbiDawud
1,0458Bayhaqi,1478,1490,1294,0855BadrDinCayni.SharhSunanAbiDawud
0,0487Bakri,542,554,1385,0855BadrDinCayni.SharhSunanAbiDawud
1,0487Bakri,1038,1049,1385,0855BadrDinCayni.SharhSunanAbiDawud
2,0458Bayhaqi,911,923,1385,0855BadrDinCayni.SharhSunanAbiDawud
0,0487Bakri,142,154,1406,0855BadrDinCayni.SharhSunanAbiDawud
1,0626YaqutHamawi,100,111,1406,0855BadrDinCayni.SharhSunanAbiDawud
0,Anonymous,1157,1166,1744,0855BadrDinCayni.SharhSunanAbiDawud
1,AnonymousPlural,1157,1168,1744,0855BadrDinCayni.SharhSunanAbiDawud
0,Anonymous,1332,1341,1749,0855BadrDinCayni.SharhSunanAbiDawud
